,Unnamed: 0,GENDER,SENIORCITIZEN,PARTNER,DEPENDENTS,TENURE,PHONESERVICE,PAPERLESSBILLING,MONTHLYCHARGES,TOTALCHARGES,MONTHLY_MINUTES_OF_USE,TOTAL_MINUTES_OF_USE,MONTHLY_SMS,TOTAL_SMS,MULTIPLELINES_No,MULTIPLELINES_No phone service,MULTIPLELINES_Yes,INTERNETSERVICE_DSL,INTERNETSERVICE_Fiber optic,INTERNETSERVICE_No,ONLINESECURITY_No,ONLINESECURITY_No internet service,ONLINESECURITY_Yes,ONLINEBACKUP_No,ONLINEBACKUP_No internet service,ONLINEBACKUP_Yes,DEVICEPROTECTION_No,DEVICEPROTECTION_No internet service,DEVICEPROTECTION_Yes,TECHSUPPORT_No,TECHSUPPORT_No internet service,TECHSUPPORT_Yes,STREAMINGTV_No,STREAMINGTV_No internet service,STREAMINGTV_Yes,STREAMINGMOVIES_No,STREAMINGMOVIES_No internet service,STREAMINGMOVIES_Yes,CONTRACT_Month-to-month,CONTRACT_One year,CONTRACT_Two year,PAYMENTMETHOD_Bank transfer automatic,PAYMENTMETHOD_Credit card automatic,PAYMENTMETHOD_Electronic check,PAYMENTMETHOD_Mailed check
3967,3967.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,100.15,1164.3,2003.0,58215.0,288.0,293.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3980,3980.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,69.5,653.25,1390.0,32663.0,193.0,951.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3983,3983.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,49.55,49.55,991.0,2478.0,417.0,901.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3985,3985.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,71.25,71.25,1425.0,3563.0,51.0,226.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4012,4012.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,88.4,788.6,1768.0,39430.0,464.0,951.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4018,4018.0,1.0,0.0,0.0,0.0,44.0,1.0,1.0,111.5,4915.15,2230.0,245758.0,387.0,437.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4020,4020.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,75.1,75.1,1502.0,3755.0,704.0,1243.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4023,4023.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,45.8,45.8,916.0,2290.0,464.0,1033.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4026,4026.0,1.0,0.0,1.0,1.0,16.0,1.0,0.0,84.9,1398.25,1698.0,69913.0,28.0,394.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4029,4029.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,69.1,69.1,1382.0,3455.0,103.0,895.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4035,4035.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,71.15,71.15,1423.0,3558.0,354.0,417.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4037,4037.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,69.15,235.0,1383.0,11750.0,813.0,836.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4054,4054.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,50.75,50.75,1015.0,2538.0,304.0,940.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4061,4061.0,0.0,0.0,1.0,0.0,11.0,1.0,1.0,102.0,1145.35,2040.0,57268.0,882.0,1216.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4069,4069.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,70.8,70.8,1416.0,3540.0,615.0,778.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4070,4070.0,1.0,0.0,0.0,0.0,16.0,1.0,1.0,89.05,1448.6,1781.0,72430.0,561.0,1173.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4071,4071.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,96.6,291.9,1932.0,14595.0,598.0,740.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4075,4075.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,69.8,146.65,1396.0,7333.0,399.0,1019.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4078,4078.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,84.05,134.05,1681.0,6703.0,114.0,553.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4082,4082.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,71.65,135.75,1433.0,6788.0,730.0,1058.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4085,4085.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,49.35,219.65,987.0,10983.0,132.0,283.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4087,4087.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,94.25,669.0,1885.0,33450.0,787.0,1226.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4088,4088.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,68.95,68.95,1379.0,3448.0,663.0,1455.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4091,4091.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,93.85,196.75,1877.0,9838.0,56.0,1030.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4096,4096.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,76.05,318.9,1521.0,15945.0,849.0,930.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4099,4099.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,89.35,631.85,1787.0,31593.0,20.0,769.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4100,4100.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,73.6,232.5,1472.0,11625.0,324.0,465.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4103,4103.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,80.35,307.4,1607.0,15370.0,788.0,1105.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4111,4111.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,79.05,79.05,1581.0,3953.0,883.0,1376.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4112,4112.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,95.0,95.0,1900.0,4750.0,152.0,631.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4117,4117.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,50.4,137.25,1008.0,6863.0,515.0,696.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4121,4121.0,0.0,0.0,0.0,1.0,12.0,1.0,1.0,84.05,966.55,1681.0,48328.0,380.0,951.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4123,4123.0,1.0,1.0,0.0,0.0,35.0,1.0,1.0,101.4,3496.3,2028.0,174815.0,685.0,777.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4124,4124.0,1.0,1.0,1.0,0.0,10.0,1.0,1.0,89.8,914.3,1796.0,45715.0,659.0,1358.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4130,4130.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,69.1,435.0,1382.0,21750.0,459.0,1262.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4133,4133.0,1.0,0.0,1.0,0.0,8.0,1.0,1.0,54.75,445.85,1095.0,22293.0,299.0,370.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4143,4143.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,79.85,797.25,1597.0,39863.0,718.0,865.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4144,4144.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,71.65,71.65,1433.0,3583.0,527.0,527.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4146,4146.0,1.0,0.0,1.0,0.0,24.0,1.0,1.0,104.65,2542.45,2093.0,127123.0,752.0,1394.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4149,4149.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,44.55,44.55,891.0,2228.0,544.0,904.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4150,4150.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,54.45,87.3,1089.0,4365.0,857.0,899.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4154,4154.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,74.25,210.3,1485.0,10515.0,913.0,1061.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4159,4159.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,74.2,74.2,1484.0,3710.0,768.0,1310.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4160,4160.0,0.0,0.0,1.0,1.0,6.0,1.0,1.0,94.05,518.75,1881.0,25938.0,881.0,1456.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4162,4162.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,55.3,238.5,1106.0,11925.0,377.0,615.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4168,4168.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,100.2,420.2,2004.0,21010.0,634.0,1622.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4181,4181.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,70.85,70.85,1417.0,3543.0,963.0,1650.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4183,4183.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,73.9,280.85,1478.0,14043.0,157.0,220.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4192,4192.0,0.0,0.0,1.0,0.0,50.0,1.0,1.0,109.65,5405.8,2193.0,270290.0,130.0,638.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4194,4194.0,1.0,0.0,1.0,0.0,61.0,1.0,1.0,114.1,7132.15,2282.0,356608.0,192.0,609.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4200,4200.0,1.0,0.0,1.0,0.0,17.0,1.0,1.0,102.55,1742.5,2051.0,87125.0,569.0,799.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4201,4201.0,0.0,0.0,0.0,0.0,30.0,1.0,1.0,100.2,2983.8,2004.0,149190.0,413.0,935.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4207,4207.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,101.55,298.35,2031.0,14918.0,129.0,621.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4208,4208.0,1.0,0.0,1.0,1.0,9.0,1.0,0.0,103.1,970.45,2062.0,48523.0,542.0,1053.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4211,4211.0,1.0,0.0,0.0,0.0,22.0,1.0,1.0,100.65,2415.95,2013.0,120798.0,521.0,1500.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4216,4216.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,44.8,176.2,896.0,8810.0,395.0,668.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4219,4219.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,74.95,212.4,1499.0,10620.0,228.0,303.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4222,4222.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,80.15,80.15,1603.0,4008.0,888.0,1830.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4238,4238.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,78.8,78.8,1576.0,3940.0,543.0,1492.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4248,4248.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,69.95,143.9,1399.0,7195.0,565.0,1358.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4249,4249.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,69.1,69.1,1382.0,3455.0,840.0,1645.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4250,4250.0,1.0,0.0,1.0,1.0,20.0,1.0,1.0,90.2,1776.55,1804.0,88828.0,81.0,113.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4251,4251.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,93.55,536.4,1871.0,26820.0,878.0,1446.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4255,4255.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,80.85,80.85,1617.0,4043.0,303.0,536.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4259,4259.0,0.0,0.0,1.0,0.0,18.0,1.0,1.0,95.95,1745.5,1919.0,87275.0,573.0,1353.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4263,4263.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,78.55,149.55,1571.0,7478.0,105.0,911.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4269,4269.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,78.65,78.65,1573.0,3933.0,76.0,519.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4272,4272.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,44.0,44.0,880.0,2200.0,202.0,357.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4280,4280.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,74.4,434.1,1488.0,21705.0,268.0,464.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4281,4281.0,1.0,1.0,1.0,0.0,17.0,1.0,1.0,94.8,1563.9,1896.0,78195.0,294.0,509.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4282,4282.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,105.3,545.2,2106.0,27260.0,140.0,1061.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
